"applno","productno","marketingstatusid","tecodestr","tecode"
90002,1,1,"AP",52
90002,2,1,"AP",52
90005,1,1,"AP",52
90007,1,1,"AB",2
90007,2,1,"AB",2
90007,3,1,"AB",2
90008,1,1,"AB",2
90008,2,1,"AB",2
90008,3,1,"AB",2
90010,1,1,"AP",52
90011,1,1,"AB",2
90011,2,1,"AB",2
90011,3,1,"AB",2
90011,4,1,"AB",2
90014,1,1,"AB1",3
90016,1,1,"AP",52
90016,2,1,"AP",52
90017,1,1,"AT",56
90019,1,1,"AA",1
90020,1,1,"AA",1
90020,2,1,"AA",1
90022,1,1,"AB",2
90022,2,1,"AB",2
90022,3,1,"AB",2
90022,4,1,"AB",2
90025,1,1,"AB",2
90027,1,1,"AB",2
90027,2,1,"AB",2
90027,3,1,"AB",2
90027,4,1,"AB",2
90027,5,1,"AB",2
90028,1,1,"AA",1
90029,1,1,"AP",52
90030,1,1,"AP",52
90030,2,1,"AP",52
90030,3,1,"AP",52
90031,1,1,"AB",2
90031,2,1,"AB",2
90032,1,1,"AB",2
90032,2,1,"AB",2
90032,3,1,"AB",2
90033,1,1,"AB",2
90034,1,1,"AB",2
90034,2,1,"AB",2
90035,1,1,"AA",1
90037,1,1,"AT",56
90038,1,1,"AP",52
90038,2,1,"AP",52
90039,1,1,"AP",52
90039,2,1,"AP",52
90041,1,1,"AB",2
90041,2,1,"AB",2
90043,1,1,"AB",2
90043,2,1,"AB",2
90048,1,1,"AB",2
90048,2,1,"AB",2
90051,1,1,"AB",2
90051,2,1,"AB",2
90052,1,1,"AB",2
90052,2,1,"AB",2
90054,1,1,"AA",1
90055,1,1,"AB",2
90056,1,1,"AB",2
90056,2,1,"AB",2
90058,1,1,"AB",2
90058,2,1,"AB",2
90060,1,1,"AB",2
90061,1,1,"AB",2
90062,1,1,"AB",2
90062,2,1,"AB",2
90062,3,1,"AB",2
90064,1,1,"AA",1
90065,1,1,"AA",1
90065,2,1,"AA",1
90066,1,1,"AB",2
90066,2,1,"AB",2
90070,1,1,"AB",2
90071,1,1,"AB",2
90071,2,1,"AB",2
90071,3,1,"AB",2
90072,1,1,"AB",2
90072,2,1,"AB",2
90072,3,1,"AB",2
90073,1,1,"AB",2
90073,2,1,"AB",2
90074,1,1,"AB",2
90074,2,1,"AB",2
90075,1,1,"AP",52
90075,2,1,"AP",52
90077,1,1,"AP",52
90079,1,1,"AA",1
90080,1,1,"AT1",66
90081,1,1,"AB",2
90082,1,1,"AB",2
90082,2,1,"AB",2
90082,3,1,"AB",2
90082,4,1,"AB",2
90083,1,1,"AB",2
90083,2,1,"AB",2
90083,3,1,"AB",2
90084,1,1,"AA",1
90088,1,1,"AB",2
90092,1,1,"AB",2
90094,1,1,"AB",2
90094,2,1,"AB",2
90094,3,1,"AB",2
90094,4,1,"AB",2
90095,1,1,"AB",2
90097,1,1,"AB",2
90097,2,1,"AB",2
90097,3,1,"AB",2
90099,1,1,"AP",52
90100,1,1,"AB",2
90100,2,1,"AB",2
90101,1,1,"AP",52
90101,2,1,"AP",52
90101,3,1,"AP",52
90102,1,1,"AA",1
90103,1,1,"AB",2
90107,1,1,"AB",2
90107,2,1,"AB",2
90108,1,1,"AP",52
90109,1,1,"AP",52
90110,1,1,"AP",52
90111,1,1,"AB",2
90114,1,1,"AB",2
90118,1,1,"AA",1
90118,2,1,"AA",1
90118,3,1,"AA",1
90120,1,1,"AB",2
90121,1,1,"AB",2
90122,1,1,"AA",1
90122,2,1,"AA",1
90124,1,1,"AB",2
90124,2,1,"AB",2
90124,3,1,"AB",2
90128,1,1,"AB",2
90128,2,1,"AB",2
90128,3,1,"AB",2
90130,1,1,"AP",52
90132,1,1,"AB",2
90132,2,1,"AB",2
90132,3,1,"AB",2
90132,4,1,"AB",2
90134,1,1,"AB",2
90134,2,1,"AB",2
90134,3,1,"AB",2
90134,4,1,"AB",2
90135,1,1,"AB",2
90135,2,1,"AB",2
90135,3,1,"AB",2
90135,4,1,"AB",2
90135,5,1,"AB",2
90135,6,1,"AB",2
90135,7,1,"AB",2
90141,1,1,"AB",2
90141,2,1,"AB",2
90141,3,1,"AB",2
90141,4,1,"AB1",3
90143,1,1,"AT",56
90146,1,1,"AT",56
90149,1,1,"AB",2
90149,2,1,"AB",2
90151,1,1,"AB",2
90151,2,1,"AB",2
90151,3,1,"AB",2
90151,4,1,"AB",2
90151,5,1,"AB",2
90151,6,1,"AB",2
90153,1,1,"AB",2
90153,2,1,"AB",2
90158,1,1,"AB",2
90158,2,1,"AB",2
90158,3,1,"AB",2
90161,1,1,"AB",2
90162,1,1,"AB",2
90162,2,1,"AB",2
90162,3,1,"AB",2
90162,4,1,"AB",2
90163,1,1,"AP",52
90165,1,1,"AB",2
90165,2,1,"AB",2
90168,1,1,"AA",1
90168,2,1,"AA",1
90168,3,1,"AA",1
90169,1,1,"AB",2
90169,2,1,"AB",2
90169,3,1,"AB",2
90169,4,1,"AB",2
90170,1,1,"AB",2
90170,2,1,"AB",2
90170,3,1,"AB",2
90170,4,1,"AB",2
90174,1,1,"AB",2
90174,2,1,"AB",2
90174,3,1,"AB",2
90176,1,1,"AB",2
90177,1,1,"AA",1
90177,2,1,"AA",1
90177,3,1,"AA",1
90177,4,1,"AA",1
90178,1,1,"AB",2
90178,2,1,"AB",2
90178,3,1,"AB",2
90180,1,1,"AA",1
90181,1,1,"AP",52
90181,2,1,"AP",52
90186,1,1,"AA",1
90189,1,1,"AP",52
90191,1,1,"AA",1
90193,1,1,"AP",52
90194,1,1,"AP",52
90194,2,1,"AP",52
90194,3,1,"AP",52
90194,4,1,"AP",52
90194,5,1,"AP",52
90194,6,1,"AP",52
90195,1,1,"AA",1
90195,2,1,"AA",1
90199,1,1,"AB",2
90200,1,1,"AA",1
90200,2,1,"AA",1
90201,1,1,"AB",2
90201,2,1,"AB",2
90201,3,1,"AB",2
90210,1,1,"AB",2
90210,2,1,"AB",2
90210,3,1,"AB",2
90212,1,1,"AP",52
90212,2,1,"AP",52
90215,1,1,"AT",56
90216,1,1,"AB",2
90216,2,1,"AB",2
90217,1,1,"AB",2
90217,2,1,"AB",2
90217,3,1,"AB",2
90218,1,1,"AP",52
90219,1,1,"AB",2
90223,1,1,"AB1",3
90223,2,1,"AB1",3
90223,3,1,"AB",2
90227,1,1,"AB",2
90228,1,1,"AB",2
90228,2,1,"AB",2
90229,1,1,"AB",2
90231,1,1,"AA",1
90233,1,1,"AP",52
90240,1,1,"AP",52
90241,1,1,"AB",2
90241,2,1,"AB",2
90241,3,1,"AB",2
90241,4,1,"AB",2
90241,5,1,"AB",2
90241,6,1,"AB",2
90242,3,1,"AP",52
90243,1,1,"AP",52
90243,2,1,"AP",52
90244,1,1,"AB",2
90244,2,1,"AB",2
90245,1,1,"AB",2
90245,2,1,"AB",2
90245,3,1,"AB",2
90245,4,1,"AB",2
90246,1,1,"AB",2
90248,1,1,"AB",2
90248,2,1,"AB",2
90248,3,1,"AB",2
90248,4,1,"AB",2
90249,1,1,"AA",1
90250,1,1,"AP",52
90250,2,1,"AP",52
90252,1,1,"AB",2
90252,2,1,"AB",2
90252,3,1,"AB",2
90253,1,1,"AB",2
90255,1,1,"AA",1
90255,2,1,"AA",1
90255,3,1,"AA",1
90255,4,1,"AA",1
90256,1,1,"AB",2
90258,1,1,"AB",2
90258,2,1,"AB",2
90258,3,1,"AB",2
90258,4,1,"AB",2
90260,1,1,"AA",1
90261,1,1,"AB",2
90263,1,1,"AA",1
90268,1,1,"AT",56
90269,1,1,"AT",56
90270,1,1,"AP",52
90273,1,1,"AB",2
90278,1,1,"AB",2
90278,2,1,"AB",2
90278,3,1,"AB",2
90278,4,1,"AB",2
90279,1,1,"AB",2
90279,2,1,"AB",2
90284,1,1,"AB",2
90287,1,1,"AP",52
90288,1,1,"AB",2
90288,2,1,"AB",2
90289,1,1,"AB",2
90290,1,1,"AB",2
90290,2,1,"AB",2
90293,1,1,"AB",2
90294,1,1,"AA",1
90294,2,1,"AA",1
90294,3,1,"AA",1
90295,1,1,"AB1",3
90295,2,1,"AB",2
90296,1,1,"AP",52
90297,1,1,"AN",50
90297,2,1,"AN",50
90297,3,1,"AN",50
90303,1,1,"AP",52
90308,1,1,"AB",2
90308,2,1,"AB",2
90308,3,1,"AB",2
90310,1,1,"AP",52
90313,1,1,"AA",1
90314,1,1,"AP",52
90315,1,1,"AP",52
90315,2,1,"AP",52
90316,1,1,"AP",52
90316,2,1,"AP",52
90317,1,1,"AP",52
90318,1,1,"AP",52
90318,2,1,"AP",52
90318,3,1,"AP",52
90318,4,1,"AP",52
90321,1,1,"AB",2
90321,2,1,"AB",2
90321,3,1,"AB",2
90321,4,1,"AB",2
90324,1,1,"AB",2
90324,2,1,"AB",2
90324,3,1,"AB",2
90325,1,1,"AB1",3
90325,2,1,"AB1",3
90325,3,1,"AB1",3
90326,1,1,"AB",2
90326,2,1,"AB",2
90326,3,1,"AB",2
90329,1,1,"AB",2
90329,2,1,"AB",2
90329,3,1,"AB",2
90331,1,1,"AB",2
90331,2,1,"AB",2
90334,1,1,"AB",2
90334,2,1,"AB",2
90335,1,1,"AB",2
90335,2,1,"AB",2
90339,1,1,"AP",52
90340,1,1,"AP",52
90340,2,1,"AP",52
90343,1,1,"AP",52
90343,2,1,"AP",52
90343,3,1,"AP",52
90346,1,1,"AA",1
90347,1,1,"AA",1
90348,1,1,"AB",2
90348,2,1,"AB",2
90348,3,1,"AB",2
90348,4,1,"AB",2
90349,1,1,"AP",52
90349,2,1,"AP",52
90351,1,1,"AB",2
90351,2,1,"AB",2
90351,3,1,"AB",2
90354,1,1,"AP",52
90354,2,1,"AP",52
90354,3,1,"AP",52
90354,4,1,"AP",52
90355,1,1,"AB",2
90355,2,1,"AB",2
90356,1,1,"AB",2
90357,1,1,"AA",1
90358,1,1,"AB",2
90359,1,1,"AB",2
90360,1,1,"AB",2
90360,2,1,"AB",2
90362,1,1,"AB",2
90364,1,1,"AB",2
90364,2,1,"AB",2
90365,1,1,"AB",2
90365,2,1,"AB",2
90365,3,1,"AB",2
90367,1,1,"AB",2
90367,2,1,"AB",2
90367,3,1,"AB",2
90368,1,1,"AB",2
90370,1,1,"AB",2
90370,2,1,"AB",2
90372,1,1,"AB",2
90372,2,1,"AB",2
90374,1,1,"AB",2
90374,2,1,"AB",2
90375,1,1,"AP",52
90375,2,1,"AP",52
90377,1,1,"AB",2
90379,1,1,"AB",2
90381,1,1,"AB",2
90381,2,1,"AB",2
90382,1,1,"AB",2
90382,2,1,"AB",2
90382,3,1,"AB",2
90383,1,1,"AB",2
90383,2,1,"AB",2
90383,3,1,"AB",2
90383,4,1,"AB",2
90383,5,1,"AB",2
90385,1,1,"AB",2
90386,1,1,"AP",52
90387,1,1,"AO",51
90387,2,1,"AO",51
90392,1,1,"AB",2
90393,2,1,"AP",52
90393,3,1,"AP",52
90394,1,1,"AP",52
90394,2,1,"AP",52
90395,1,1,"AT",56
90401,2,1,"AB",2
90401,3,1,"AB",2
90403,1,1,"AB",2
90403,2,1,"AB",2
90404,1,1,"AB",2
90406,1,1,"AB",2
90406,2,1,"AB",2
90407,1,1,"AB",2
90408,1,1,"AB",2
90410,1,1,"AB",2
90411,1,1,"AB",2
90411,2,1,"AB",2
90411,3,1,"AB",2
90411,4,1,"AB",2
90411,5,1,"AB",2
90411,6,1,"AB",2
90411,7,1,"AB",2
90415,1,1,"AA",1
90415,2,1,"AA",1
90415,3,1,"AA",1
90416,1,1,"AB",2
90416,2,1,"AB",2
90421,1,1,"AB4",40
90421,2,1,"AB4",40
90421,3,1,"AB4",40
90421,4,1,"AB4",40
90421,5,1,"AB4",40
90422,1,1,"AB",2
90422,2,1,"AB",2
90422,3,1,"AB",2
90423,1,1,"AB",2
90424,1,1,"AP",52
90425,1,1,"AB",2
90425,2,1,"AB",2
90426,1,1,"AA",1
90427,1,1,"AB",2
90427,2,1,"AB",2
90428,1,1,"AB",2
90428,2,1,"AB",2
90428,3,1,"AB",2
90429,1,1,"AB",2
90429,2,1,"AB",2
90429,3,1,"AB",2
90429,4,1,"AB",2
90429,5,1,"AB",2
90429,6,1,"AB",2
90429,7,1,"AB",2
90430,1,1,"AB",2
90431,1,1,"AB",2
90431,2,1,"AB",2
90431,3,1,"AB",2
90431,5,1,"AB",2
90432,1,1,"AB",2
90432,2,1,"AB",2
90432,3,1,"AB",2
90435,1,1,"AA",1
90439,1,1,"AB",2
90439,2,1,"AB",2
90440,1,1,"AB",2
90441,1,1,"AB",2
90441,2,1,"AB",2
90441,3,1,"AB",2
90444,1,1,"AB",2
90444,2,1,"AB",2
90444,3,1,"AB",2
90444,4,1,"AB",2
90445,1,1,"AB",2
90445,2,1,"AB",2
90446,1,1,"AB",2
90449,1,1,"AT",56
90450,1,1,"AP",52
90450,2,1,"AP",52
90454,1,1,"AB1",3
90455,1,1,"AA",1
90456,1,1,"AB",2
90457,1,1,"AB",2
90457,2,1,"AB",2
90459,1,1,"AB",2
90459,2,1,"AB",2
90459,3,1,"AB",2
90459,4,1,"AB",2
90459,5,1,"AB",2
90459,6,1,"AB",2
90460,1,1,"AB",2
90461,1,1,"AA",1
90462,1,1,"AB",2
90462,2,1,"AB",2
90466,1,1,"AB",2
90467,1,1,"AB",2
90467,2,1,"AB",2
90467,3,1,"AB",2
90469,1,1,"AB",2
90469,2,1,"AB",2
90470,1,1,"AA",1
90473,1,1,"AA",1
90473,2,1,"AA",1
90475,1,1,"AP",52
90475,2,1,"AP",52
90475,3,1,"AP",52
90477,1,1,"AA",1
90478,1,1,"AB",2
90478,2,1,"AB",2
90480,1,1,"AB",2
90482,1,1,"AB",2
90482,2,1,"AB",2
90482,3,1,"AB",2
90482,4,1,"AB",2
90482,5,1,"AB",2
90483,1,1,"AB",2
90483,2,1,"AB",2
90483,3,1,"AB",2
90483,4,1,"AB",2
90484,1,1,"AB",2
90485,1,1,"AB",2
90490,1,1,"AT",56
90491,1,1,"AB",2
90492,1,1,"AB3",30
90492,2,1,"AB3",30
90492,3,1,"AB3",30
90492,4,1,"AB3",30
90492,5,1,"AB3",30
90493,1,1,"AB",2
90493,2,1,"AB",2
90494,1,1,"AB",2
90495,1,1,"AB",2
90498,1,1,"AP",52
90500,1,1,"AB",2
90500,2,1,"AB",2
90502,1,1,"AA",1
90503,1,1,"AA",1
90506,1,1,"AB",2
90507,1,1,"AB",2
90508,1,1,"AB",2
90509,1,1,"AB",2
90509,2,1,"AB",2
90509,3,1,"AB",2
90510,1,1,"AB",2
90511,1,1,"AB",2
90511,2,1,"AB",2
90511,3,1,"AB",2
90511,4,1,"AB",2
90513,1,1,"AB",2
90515,1,1,"AB",2
90515,2,1,"AB",2
90515,3,1,"AB",2
90515,4,1,"AB",2
90516,1,1,"AB",2
90516,2,1,"AB",2
90517,1,1,"AA",1
90521,1,1,"AB",2
90521,2,1,"AB",2
90523,1,1,"AB",2
90524,1,1,"AB",2
90526,1,1,"AB",2
90527,1,1,"AA",1
90527,2,1,"AA",1
90527,3,1,"AA",1
90527,4,1,"AA",1
90528,1,1,"AB",2
90528,2,1,"AB",2
90528,3,1,"AB",2
90529,1,1,"AB",2
90529,2,1,"AB",2
90529,3,1,"AB",2
90530,1,1,"AB",2
90533,2,1,"AA",1
90533,4,1,"AA",1
90535,1,1,"AA",1
90535,2,1,"AA",1
90535,3,1,"AA",1
90535,4,1,"AA",1
90538,1,1,"AB",2
90540,1,1,"AB",2
90543,1,1,"AB",2
90543,2,1,"AB",2
90544,1,1,"AB",2
90544,2,1,"AB",2
90544,3,1,"AB",2
90547,1,1,"AB",2
90547,2,1,"AB",2
90548,1,1,"AB",2
90548,2,1,"AB",2
90548,3,1,"AB",2
90548,4,1,"AB",2
90549,1,1,"AB",2
90549,2,1,"AB",2
90551,1,1,"AB",2
90551,2,1,"AB",2
90554,1,1,"AB",2
90554,2,1,"AB",2
90554,3,1,"AB",2
90555,1,1,"AB",2
90555,2,1,"AB",2
90555,3,1,"AB",2
90555,4,1,"AB",2
90555,5,1,"AB",2
90557,1,1,"AB",2
90557,2,1,"AB",2
90557,3,1,"AB",2
90557,4,1,"AB",2
90560,1,1,"AP",52
90560,2,1,"AP",52
90561,1,1,"AB",2
90562,1,1,"AB",2
90564,1,1,"AB",2
90564,2,1,"AB",2
90564,3,1,"AB",2
90568,1,1,"AB",2
90571,1,1,"AP",52
90571,2,1,"AP",52
90571,3,1,"AP",52
90574,1,1,"AP",52
90577,2,1,"AP",52
90578,1,1,"AP",52
90579,1,1,"AP",52
90579,2,1,"AP",52
90580,1,1,"AP",52
90581,1,1,"AP",52
90582,1,1,"AP",52
90582,2,1,"AP",52
90583,1,1,"AP",52
90583,2,1,"AP",52
90583,3,1,"AP",52
90583,4,1,"AP",52
90583,5,1,"AP",52
90584,1,1,"AP",52
90584,2,1,"AP",52
90585,1,1,"AP",52
90589,1,1,"AB",2
90589,2,1,"AB",2
90590,1,1,"AA",1
90591,1,1,"AA",1
90591,2,1,"AA",1
90595,1,1,"AB",2
90595,2,1,"AB",2
90596,1,1,"AB",2
90596,2,1,"AB",2
90596,3,1,"AB",2
90598,1,1,"AB",2
90598,2,1,"AB",2
90598,3,1,"AB",2
90601,1,1,"AA",1
90604,1,1,"AT",56
90606,1,1,"AB",2
90607,1,1,"AB",2
90607,2,1,"AB",2
90607,3,1,"AB",2
90607,4,1,"AB",2
90609,1,1,"AB",2
90609,2,1,"AB",2
90609,3,1,"AB",2
90609,4,1,"AB",2
90609,5,1,"AB",2
90609,6,1,"AB",2
90609,7,1,"AB",2
90610,1,1,"AA",1
90612,1,1,"AA",1
90613,1,1,"AB",2
90613,2,1,"AB",2
90613,3,1,"AB",2
90613,4,1,"AB",2
90615,1,1,"AB",2
90615,2,1,"AB",2
90615,3,1,"AB",2
90615,4,1,"AB",2
90617,1,1,"AB",2
90617,2,1,"AB",2
90618,1,1,"AB",2
90618,2,1,"AB",2
90620,1,1,"AP",52
90621,1,1,"AP",52
90622,1,1,"AB",2
90622,2,1,"AB",2
90623,1,1,"AA",1
90624,1,1,"AB",2
90624,2,1,"AB",2
90625,1,1,"AB",2
90635,1,1,"AA",1
90636,1,1,"AB",2
90637,1,1,"AB",2
90637,2,1,"AB",2
90638,1,1,"AT",56
90641,1,1,"AP",52
90643,1,1,"AP",52
90646,1,1,"AP",52
90647,1,1,"AB",2
90647,2,1,"AB",2
90647,3,1,"AB",2
90647,4,1,"AB",2
90648,1,1,"AP",52
90649,1,1,"AB2",20
90649,2,1,"AB2",20
90649,3,1,"AB2",20
90651,1,1,"AB",2
90653,1,1,"AP",52
90653,2,1,"AP",52
90654,1,1,"AB",2
90654,2,1,"AB",2
90654,3,1,"AB",2
90655,1,1,"AB",2
90658,1,1,"AP",52
90659,1,1,"AB",2
90659,2,1,"AB",2
90659,3,1,"AB",2
90659,4,1,"AB",2
90659,5,1,"AB",2
90666,1,1,"AB",2
90666,2,1,"AB",2
90666,3,1,"AB",2
90675,1,1,"AP",52
90675,2,1,"AP",52
90678,1,1,"AB",2
90679,1,1,"AB",2
90681,1,1,"AB",2
90681,2,1,"AB",2
90681,3,1,"AB",2
90681,4,1,"AB",2
90682,1,1,"AB",2
90682,2,1,"AB",2
90686,1,1,"AB",2
90686,2,1,"AB",2
90687,1,1,"AB",2
90687,2,1,"AB",2
90687,3,1,"AB",2
90690,1,1,"AB",2
90692,1,1,"AB2",20
90692,2,1,"AB2",20
90693,1,1,"AB3",30
90693,2,1,"AB3",30
90694,1,1,"AB",2
90694,2,1,"AB",2
90694,3,1,"AB",2
90694,4,1,"AB",2
90695,1,1,"AB",2
90695,2,1,"AB",2
90695,3,1,"AB",2
90695,4,1,"AB",2
90696,1,1,"AP",52
90699,1,1,"AP",52
90700,1,1,"AB",2
90700,2,1,"AB",2
90701,1,1,"AP",52
90702,1,1,"AB",2
90702,2,1,"AB",2
90702,3,1,"AB",2
90704,1,1,"AB",2
90704,2,1,"AB",2
90704,3,1,"AB",2
90705,1,1,"AB",2
90705,2,1,"AB",2
90705,3,1,"AB",2
90707,1,1,"AA",1
90707,2,1,"AA",1
90710,1,1,"AB",2
90710,2,1,"AB",2
90710,3,1,"AB",2
90713,1,1,"AP",52
90713,2,1,"AP",52
90715,1,1,"AB",2
90715,2,1,"AB",2
90716,1,1,"AB",2
90718,1,1,"AB",2
90718,2,1,"AB",2
90718,3,1,"AB",2
90719,1,1,"AB",2
90721,1,1,"AB1",3
90722,1,1,"AB",2
90722,2,1,"AB",2
90722,3,1,"AB",2
90723,1,1,"AB",2
90723,2,1,"AB",2
90723,3,1,"AB",2
90724,1,1,"AP",52
90726,1,1,"AP",52
90726,2,1,"AP",52
90727,1,1,"AB",2
90728,1,1,"AB",2
90728,2,1,"AB",2
90728,3,1,"AB",2
90732,1,1,"AB",2
90733,1,1,"AA",1
90734,1,1,"AA",1
90734,2,1,"AA",1
90739,1,1,"AB",2
90739,2,1,"AB",2
90739,3,1,"AB",2
90740,1,2,"AB",2
90742,1,1,"AB",2
90745,1,1,"AB",2
90745,2,1,"AB",2
90745,3,1,"AB",2
90747,1,1,"AB",2
90749,1,1,"AB",2
90749,2,1,"AB",2
90749,3,1,"AB",2
90749,4,1,"AB",2
90749,5,1,"AB",2
90752,1,1,"AB",2
90752,2,1,"AB",2
90752,3,1,"AB",2
90754,1,1,"AP",52
90756,1,1,"AA",1
90757,1,1,"AB",2
90757,2,1,"AB",2
90757,3,1,"AB",2
90757,4,1,"AB",2
90759,1,1,"AB",2
90761,1,1,"AP",52
90763,1,1,"AB",2
90763,2,1,"AB",2
90764,1,1,"AB",2
90766,1,1,"AA",1
90767,1,1,"AB",2
90767,2,1,"AB",2
90767,3,1,"AB",2
90767,4,1,"AB",2
90768,1,1,"AB",2
90768,2,1,"AB",2
90774,1,1,"AB",2
90774,2,1,"AB",2
90774,3,1,"AB",2
90776,1,1,"AB",2
90776,2,1,"AB",2
90776,3,1,"AB",2
90778,1,1,"AB",2
90778,2,1,"AB",2
90778,3,1,"AB",2
90779,1,1,"AB",2
90780,1,1,"AB",2
90780,2,1,"AB",2
90780,3,1,"AB",2
90781,1,1,"AB",2
90781,2,1,"AB",2
90781,3,1,"AB",2
90781,4,1,"AB",2
90781,5,1,"AB",2
90781,6,1,"AB",2
90782,1,1,"AP",52
90783,1,1,"AB",2
90783,2,1,"AB",2
90783,3,1,"AB",2
90785,1,1,"AT",56
90786,1,1,"AB",2
90787,1,1,"AB",2
90787,2,1,"AB",2
90787,3,1,"AB",2
90789,1,1,"AB",2
90793,1,1,"AB",2
90794,1,1,"AB",2
90796,1,1,"AB",2
90796,2,1,"AB",2
90796,3,1,"AB",2
90797,1,1,"AB",2
90797,2,1,"AB",2
90798,1,1,"AB",2
90798,2,1,"AB",2
90798,3,1,"AB",2
90798,4,1,"AB",2
90798,5,1,"AB",2
90798,6,1,"AB",2
90799,1,1,"AP",52
90799,2,1,"AP",52
90799,3,1,"AP",52
90801,1,1,"AB",2
90801,2,1,"AB",2
90802,1,1,"AB",2
90802,2,1,"AB",2
90802,3,1,"AB",2
90807,1,1,"AB",2
90807,2,1,"AB",2
90808,1,1,"AP",52
90808,2,1,"AP",52
90808,3,1,"AP",52
90809,1,1,"AP",52
90810,1,1,"AP",52
90811,1,1,"AP",52
90813,1,1,"AP",52
90816,1,1,"AP",52
90817,1,1,"AB",2
90819,1,1,"AB",2
90819,2,1,"AB",2
90824,1,1,"AB",2
90825,2,1,"AP",52
90827,1,1,"AP",52
90828,1,1,"AB",2
90828,2,1,"AB",2
90829,1,1,"AB",2
90829,2,1,"AB",2
90829,3,1,"AB",2
90833,1,1,"AB",2
90833,2,1,"AB",2
90833,3,1,"AB",2
90833,4,1,"AB",2
90833,5,1,"AB",2
90834,1,1,"AP",52
90834,2,1,"AP",52
90834,3,1,"AP",52
90836,1,1,"AB",2
90836,2,1,"AB",2
90836,4,1,"AB",2
90838,1,1,"AB",2
90839,1,1,"AB",2
90839,2,1,"AB",2
90839,3,1,"AB",2
90839,4,1,"AB",2
90839,5,1,"AB",2
90842,1,1,"AB",2
90843,1,1,"AB",2
90843,2,1,"AB",2
90843,3,1,"AB",2
90843,4,1,"AB",2
90844,1,1,"AB",2
90845,1,1,"AO",51
90848,1,1,"AT",56
90850,1,1,"AP",52
90853,1,1,"AP",52
90854,1,1,"AP",52
90856,1,1,"AB",2
90856,2,1,"AB",2
90858,1,1,"AB",2
90858,2,1,"AB",2
90858,3,1,"AB",2
90859,1,1,"AB",2
90859,2,1,"AB",2
90860,1,1,"AB",2
90861,1,1,"AB",2
90861,2,1,"AB",2
90862,1,1,"AP",52
90865,1,1,"AB",2
90865,2,1,"AB",2
90865,3,1,"AB",2
90865,4,1,"AB",2
90865,5,1,"AB",2
90865,6,1,"AB",2
90866,1,1,"AB",2
90866,2,1,"AB",2
90866,3,1,"AB",2
90866,4,1,"AB",2
90867,1,1,"AB",2
90867,2,1,"AB",2
90867,3,1,"AB",2
90869,1,1,"AB",2
90869,2,1,"AB",2
90869,3,1,"AB",2
90869,4,1,"AB",2
90869,5,1,"AB",2
90870,1,1,"AT",56
90871,1,1,"AB",2
90871,2,1,"AB",2
90871,3,1,"AB",2
90871,4,1,"AB",2
90872,1,1,"AB",2
90873,1,1,"AB",2
90873,2,1,"AB",2
90873,3,1,"AB",2
90874,1,1,"AP",52
90876,1,1,"AP",52
90877,1,1,"AB",2
90877,2,1,"AB",2
90877,3,1,"AB",2
90878,1,1,"AB",2
90878,2,1,"AB",2
90879,1,1,"AB",2
90879,2,1,"AB",2
90879,3,1,"AB",2
90879,4,1,"AB",2
90881,1,1,"AB",2
90881,2,1,"AB",2
90881,3,1,"AB",2
90881,4,1,"AB",2
90884,1,1,"AP",52
90884,2,1,"AP",52
90884,3,1,"AP",52
90886,1,1,"AB",2
90886,2,1,"AB",2
90886,3,1,"AB",2
90886,4,1,"AB",2
90886,5,1,"AB",2
90887,1,1,"AT",56
90888,1,1,"AB",2
90888,2,1,"AB",2
90888,3,1,"AB",2
90889,1,1,"AP",52
90891,1,1,"AA",1
90892,1,1,"AB",2
90893,1,1,"AA",1
90894,1,1,"AB",2
90895,1,1,"AB",2
90895,2,1,"AB",2
90895,3,1,"AB",2
90896,1,1,"AP",52
90898,1,1,"AT",56
90899,1,1,"AB",2
90899,2,1,"AB",2
90899,3,1,"AB",2
90901,1,1,"AB",2
90901,2,1,"AB",2
90902,1,1,"AA",1
90903,1,1,"AB",2
90906,1,1,"AB",2
90906,2,1,"AB",2
90906,3,1,"AB",2
90906,4,1,"AB",2
90910,1,1,"AB",2
90912,1,1,"AB",2
90912,2,1,"AB",2
90912,3,1,"AB",2
90913,1,1,"AP",52
90918,1,1,"AT",56
90919,1,1,"AT",56
90920,1,1,"AO",51
90920,2,1,"AO",51
90923,1,1,"AP",52
90926,1,1,"AB",2
90931,1,1,"AB",2
90934,1,1,"AB",2
90935,1,1,"AB",2
90935,2,1,"AB",2
90935,3,1,"AB",2
90935,4,1,"AB",2
90935,5,1,"AB",2
90935,6,1,"AB",2
90935,7,1,"AB",2
90935,8,1,"AB",2
90935,9,1,"AB",2
90937,1,1,"AB1",3
90937,2,1,"AB1",3
90937,3,1,"AB1",3
90938,1,1,"AB",2
90939,1,1,"AB",2
90939,2,1,"AB",2
90939,3,1,"AB",2
90940,1,1,"AP",52
90940,2,1,"AP",52
90941,1,1,"AB2",20
90942,1,1,"AB3",30
90942,2,1,"AB3",30
90943,1,1,"AB",2
90943,2,1,"AB",2
90946,1,1,"AB",2
90947,1,1,"AB",2
90948,1,1,"AB",2
90951,1,1,"AT",56
90955,1,1,"AB",2
90956,1,1,"AA",1
90957,1,1,"AB",2
90957,2,1,"AB",2
90957,3,1,"AB",2
90960,1,1,"AB",2
90960,2,1,"AB",2
90960,3,1,"AB",2
